CDHOUSE,CDASSIST,CDHELP,CDSOCIAL,CDDISCUS,CPROB1,CPROB2,CPROB3,C
2,4,4,4,0,0.582,0.418,0,1
2,4,4,4,1,0.798,0.202,0,1
2,4,4,4,*,0.721,0.279,0,1
2,4,4,*,0,0.266,0.734,0,2
2,4,4,*,1,0.507,0.493,0,1
2,4,4,*,*,0.402,0.598,0,2
2,*,*,0,0,0.001,0.113,0.886,3
2,*,*,0,1,0.004,0.151,0.845,3
2,*,*,0,*,0.002,0.128,0.87,3
2,*,*,1,0,0,0.152,0.848,3
2,*,*,1,1,0.001,0.202,0.798,3
2,*,*,2,0,0.006,0.248,0.746,3
2,*,*,2,1,0.022,0.312,0.666,3
2,*,*,2,*,0.013,0.274,0.713,3
2,*,*,3,0,0.022,0.554,0.424,2
2,*,*,3,1,0.068,0.604,0.328,2
2,*,*,4,0,0.188,0.306,0.507,3
2,*,*,4,1,0.445,0.255,0.3,1
2,*,*,*,0,0.046,0.285,0.669,3
2,*,*,*,1,0.145,0.32,0.534,3
2,*,*,*,*,0.089,0.301,0.61,3
3,0,0,0,0,0,0,1,3
3,0,0,0,1,0,0,1,3
3,0,0,0,*,0,0,1,3
3,0,0,1,0,0,0,1,3
3,0,0,1,1,0,0,1,3
3,0,0,2,0,0,0,1,3
3,0,0,2,1,0,0,1,3
3,0,0,3,0,0,0,1,3
3,0,0,3,1,0,0,1,3
3,0,0,4,0,0,0,1,3
3,0,0,4,1,0,0,1,3
3,0,0,4,*,0,0,1,3
3,0,0,*,0,0,0,1,3
3,0,0,*,1,0,0,1,3
3,0,1,0,0,0,0,1,3
3,0,1,0,1,0,0,1,3
3,0,1,1,0,0,0,1,3
3,0,1,2,0,0,0,1,3
3,0,1,2,1,0,0,1,3
3,0,1,3,0,0,0,1,3
3,0,1,3,1,0,0,1,3
3,0,1,4,0,0,0,1,3
3,0,1,4,1,0,0,1,3
3,0,1,*,0,0,0,1,3
3,0,2,0,0,0,0,1,3
3,0,2,0,1,0,0,1,3
3,0,2,0,*,0,0,1,3
3,0,2,2,0,0,0,1,3
3,0,2,2,1,0,0,1,3
3,0,2,3,0,0,0,1,3
3,0,2,3,1,0,0,1,3
3,0,3,0,1,0,0,1,3
3,0,3,2,0,0,0,1,3
3,0,3,2,1,0,0,1,3
3,0,3,3,0,0,0,1,3
3,0,3,4,0,0,0,1,3
3,0,4,0,1,0.002,0,0.998,3
3,0,4,2,0,0.004,0,0.996,3
3,0,4,2,1,0.016,0,0.984,3
3,0,4,3,0,0.025,0,0.975,3
3,0,4,3,1,0.093,0,0.907,3
3,0,4,4,0,0.154,0,0.846,3
3,0,4,4,1,0.421,0,0.579,3
3,0,*,4,1,0.04,0,0.96,3
3,0,*,*,*,0.004,0,0.996,3
3,1,0,0,0,0,0,1,3
3,1,0,0,1,0,0,1,3
3,1,0,1,0,0,0,1,3
3,1,0,1,1,0,0,1,3
3,1,0,2,0,0,0,1,3
3,1,0,2,1,0,0,1,3
3,1,0,2,*,0,0,1,3
3,1,0,3,0,0,0,1,3
3,1,0,3,1,0,0,1,3
3,1,0,4,0,0,0,1,3
3,1,0,4,1,0,0,1,3
3,1,0,*,0,0,0,1,3
3,1,0,*,1,0,0,1,3
3,1,0,*,*,0,0,1,3
3,1,1,0,0,0,0,1,3
3,1,1,0,1,0,0,1,3
3,1,1,1,0,0,0,1,3
3,1,1,1,1,0,0,1,3
3,1,1,2,0,0,0,1,3
3,1,1,2,1,0,0,1,3
3,1,1,3,0,0,0,1,3
3,1,1,3,1,0,0,1,3
3,1,1,3,*,0,0,1,3
3,1,1,4,0,0,0,1,3
3,1,1,4,1,0,0,1,3
3,1,1,*,0,0,0,1,3
3,1,2,0,0,0,0,1,3
3,1,2,0,1,0,0,1,3
3,1,2,1,0,0,0,1,3
3,1,2,1,1,0,0,1,3
3,1,2,2,0,0,0,1,3
3,1,2,2,1,0,0,1,3
3,1,2,3,1,0,0,1,3
3,1,2,4,0,0,0,1,3
3,1,2,4,1,0,0,1,3
3,1,2,*,0,0,0,1,3
3,1,3,0,0,0,0,1,3
3,1,3,0,1,0,0,1,3
3,1,3,2,0,0,0,1,3
3,1,3,3,0,0,0,1,3
3,1,3,3,1,0,0,1,3
3,1,4,0,0,0.001,0,0.999,3
3,1,4,1,0,0,0,1,3
3,1,4,2,0,0.006,0,0.994,3
3,1,4,4,0,0.212,0,0.788,3
3,1,4,4,1,0.519,0,0.481,1
3,1,*,*,*,0.006,0,0.994,3
3,2,0,0,0,0,0,1,3
3,2,0,0,1,0,0,1,3
3,2,0,1,0,0,0,1,3
3,2,0,1,1,0,0,1,3
3,2,0,2,0,0,0,1,3
3,2,0,2,1,0,0,1,3
3,2,0,3,0,0,0,1,3
3,2,0,3,1,0,0,1,3
3,2,0,4,0,0,0,1,3
3,2,0,4,1,0,0,1,3
3,2,0,4,*,0,0,1,3
3,2,0,*,0,0,0,1,3
3,2,0,*,1,0,0,1,3
3,2,0,*,*,0,0,1,3
3,2,1,0,0,0,0,1,3
3,2,1,0,1,0,0,1,3
3,2,1,1,0,0,0,1,3
3,2,1,1,1,0,0,1,3
3,2,1,2,0,0,0,1,3
3,2,1,2,1,0,0,1,3
3,2,1,2,*,0,0,1,3
3,2,1,3,0,0,0,1,3
3,2,1,3,1,0,0,1,3
3,2,1,4,0,0,0,1,3
3,2,1,4,1,0,0,1,3
3,2,1,*,0,0,0,1,3
3,2,1,*,1,0,0,1,3
3,2,2,0,0,0,0,1,3
3,2,2,0,1,0,0,1,3
3,2,2,0,*,0,0,1,3
3,2,2,1,0,0,0,1,3
3,2,2,1,1,0,0,1,3
3,2,2,1,*,0,0,1,3
3,2,2,2,0,0,0,1,3
3,2,2,2,1,0,0,1,3
3,2,2,2,*,0,0,1,3
3,2,2,3,0,0,0,1,3
3,2,2,3,1,0,0,1,3
3,2,2,4,0,0,0,1,3
3,2,2,4,1,0,0,1,3
3,2,2,*,0,0,0,1,3
3,2,2,*,1,0,0,1,3
3,2,3,0,0,0,0,1,3
3,2,3,0,1,0,0,1,3
3,2,3,0,*,0,0,1,3
3,2,3,1,0,0,0,1,3
3,2,3,1,1,0,0,1,3
3,2,3,2,0,0,0,1,3
3,2,3,2,1,0,0,1,3
3,2,3,3,0,0,0,1,3
3,2,3,3,1,0,0,1,3
3,2,3,4,0,0,0,1,3
3,2,3,4,1,0,0,1,3
3,2,4,0,0,0.001,0.056,0.944,3
3,2,4,0,1,0.003,0.076,0.92,3
3,2,4,1,0,0,0.077,0.923,3
3,2,4,1,1,0.001,0.105,0.895,3
3,2,4,2,0,0.006,0.132,0.862,3
3,2,4,2,1,0.022,0.174,0.804,3
3,2,4,3,0,0.025,0.367,0.607,3
3,2,4,3,1,0.083,0.422,0.495,3
3,2,4,4,0,0.189,0.177,0.634,3
3,2,4,4,1,0.461,0.152,0.387,1
3,2,*,0,0,0,0.003,0.997,3
3,2,*,2,0,0,0.009,0.991,3
3,2,*,3,0,0.002,0.033,0.965,3
3,2,*,3,1,0.009,0.046,0.945,3
3,2,*,4,0,0.016,0.015,0.968,3
3,2,*,4,1,0.062,0.021,0.917,3
3,2,*,*,0,0.003,0.011,0.986,3
3,3,4,0,0,0.002,0.998,0,2
3,3,4,0,1,0.006,0.994,0,2
3,3,4,0,*,0.004,0.996,0,2
3,3,4,1,0,0,1,0,2
3,3,4,1,1,0.001,0.999,0,2
3,3,4,2,0,0.005,0.995,0,2
3,3,4,2,1,0.015,0.985,0,2
3,3,4,2,*,0.01,0.99,0,2
3,3,4,3,0,0.009,0.991,0,2
3,3,4,3,1,0.024,0.976,0,2
3,3,4,3,*,0.016,0.984,0,2
3,3,4,4,0,0.119,0.881,0,2
3,3,4,4,1,0.277,0.723,0,2
3,3,4,4,*,0.2,0.8,0,2
3,3,4,*,0,0.034,0.966,0,2
3,3,4,*,1,0.09,0.91,0,2
3,3,4,*,*,0.061,0.939,0,2
3,4,4,0,0,0.04,0.96,0,2
3,4,4,0,1,0.105,0.895,0,2
3,4,4,0,*,0.071,0.929,0,2
3,4,4,1,0,0.006,0.994,0,2
3,4,4,1,1,0.016,0.984,0,2
3,4,4,2,0,0.101,0.899,0,2
3,4,4,2,1,0.241,0.759,0,2
3,4,4,2,*,0.172,0.828,0,2
3,4,4,3,0,0.15,0.85,0,2
3,4,4,3,1,0.334,0.666,0,2
3,4,4,3,*,0.247,0.753,0,2
3,4,4,4,0,0.732,0.268,0,1
3,4,4,4,1,0.886,0.114,0,1
3,4,4,4,*,0.835,0.165,0,1
3,4,4,*,0,0.415,0.585,0,2
3,4,4,*,1,0.669,0.331,0,1
3,4,4,*,*,0.569,0.431,0,1
3,*,*,0,0,0.007,0.389,0.604,3
3,*,*,1,0,0.001,0.476,0.523,3
3,*,*,2,0,0.03,0.608,0.362,2
3,*,*,3,0,0.063,0.814,0.123,2
3,*,*,3,1,0.166,0.753,0.081,2
3,*,*,3,*,0.113,0.784,0.103,2
3,*,*,4,0,0.476,0.395,0.129,1
3,*,*,4,1,0.735,0.215,0.05,1
3,*,*,4,*,0.635,0.284,0.081,1
3,*,*,*,0,0.176,0.563,0.261,2
3,*,*,*,1,0.401,0.451,0.148,2
3,*,*,*,*,0.293,0.504,0.202,2
4,0,0,0,0,0,0,1,3
4,0,0,0,1,0,0,1,3
4,0,0,1,0,0,0,1,3
4,0,0,1,1,0,0,1,3
4,0,0,2,0,0,0,1,3
4,0,0,2,1,0,0,1,3
4,0,0,3,0,0,0,1,3
4,0,0,3,1,0,0,1,3
4,0,0,3,*,0,0,1,3
4,0,0,4,0,0,0,1,3
4,0,0,4,1,0,0,1,3
4,0,0,4,*,0,0,1,3
4,0,0,*,0,0,0,1,3
4,0,0,*,1,0,0,1,3
4,0,0,*,*,0,0,1,3
4,0,1,0,0,0,0,1,3
4,0,1,0,1,0,0,1,3
4,0,1,1,0,0,0,1,3
4,0,1,1,1,0,0,1,3
4,0,1,2,0,0,0,1,3
4,0,1,2,1,0,0,1,3
4,0,1,3,0,0,0,1,3
4,0,1,3,1,0,0,1,3
4,0,1,4,0,0,0,1,3
4,0,1,4,1,0,0,1,3
4,0,1,*,1,0,0,1,3
4,0,2,0,0,0,0,1,3
4,0,2,0,1,0,0,1,3
4,0,2,1,0,0,0,1,3
4,0,2,1,1,0,0,1,3
4,0,2,2,0,0,0,1,3
4,0,2,2,1,0,0,1,3
4,0,2,3,1,0,0,1,3
4,0,2,4,0,0,0,1,3
4,0,2,4,1,0,0,1,3
4,0,3,0,0,0,0,1,3
4,0,3,0,1,0,0,1,3
4,0,3,1,0,0,0,1,3
4,0,3,1,1,0,0,1,3
4,0,3,4,1,0,0,1,3
4,0,4,0,0,0.003,0,0.997,3
4,0,4,0,1,0.012,0,0.988,3
4,0,4,2,0,0.021,0,0.979,3
4,0,4,2,1,0.08,0,0.92,3
4,0,4,3,1,0.349,0,0.651,3
4,0,4,4,0,0.489,0,0.511,3
4,0,4,4,1,0.793,0,0.207,1
4,0,*,0,0,0,0,1,3
4,0,*,3,0,0.008,0,0.992,3
4,0,*,4,1,0.179,0,0.821,3
4,1,0,0,0,0,0,1,3
4,1,0,0,1,0,0,1,3
4,1,0,1,0,0,0,1,3
4,1,0,1,1,0,0,1,3
4,1,0,2,0,0,0,1,3
4,1,0,2,1,0,0,1,3
4,1,0,3,0,0,0,1,3
4,1,0,3,1,0,0,1,3
4,1,0,4,0,0,0,1,3
4,1,0,4,1,0,0,1,3
4,1,0,*,0,0,0,1,3
4,1,0,*,1,0,0,1,3
4,1,1,0,0,0,0,1,3
4,1,1,1,0,0,0,1,3
4,1,1,1,1,0,0,1,3
4,1,1,2,0,0,0,1,3
4,1,1,2,1,0,0,1,3
4,1,1,3,0,0,0,1,3
4,1,1,3,1,0,0,1,3
4,1,1,4,0,0,0,1,3
4,1,1,4,1,0,0,1,3
4,1,2,0,0,0,0,1,3
4,1,2,0,1,0,0,1,3
4,1,2,1,0,0,0,1,3
4,1,2,1,1,0,0,1,3
4,1,2,2,0,0,0,1,3
4,1,2,2,1,0,0,1,3
4,1,2,3,0,0,0,1,3
4,1,2,3,1,0,0,1,3
4,1,2,4,0,0,0,1,3
4,1,2,4,1,0,0,1,3
4,1,2,*,0,0,0,1,3
4,1,2,*,1,0,0,1,3
4,1,3,0,0,0,0,1,3
4,1,3,0,1,0,0,1,3
4,1,3,1,1,0,0,1,3
4,1,3,2,1,0,0,1,3
4,1,3,3,0,0,0,1,3
4,1,3,3,1,0,0,1,3
4,1,3,4,1,0,0,1,3
4,1,3,*,1,0,0,1,3
4,1,4,0,0,0.004,0,0.996,3
4,1,4,2,0,0.031,0,0.969,3
4,1,4,2,1,0.113,0,0.887,3
4,1,4,3,0,0.166,0,0.834,3
4,1,4,3,1,0.442,0,0.558,3
4,1,4,4,0,0.586,0,0.414,1
4,1,4,4,1,0.85,0,0.15,1
4,2,0,0,0,0,0,1,3
4,2,0,0,1,0,0,1,3
4,2,0,0,*,0,0,1,3
4,2,0,1,0,0,0,1,3
4,2,0,1,1,0,0,1,3
4,2,0,2,0,0,0,1,3
4,2,0,2,1,0,0,1,3
4,2,0,2,*,0,0,1,3
4,2,0,3,0,0,0,1,3
4,2,0,3,1,0,0,1,3
4,2,0,3,*,0,0,1,3
4,2,0,4,0,0,0,1,3
4,2,0,4,1,0,0,1,3
4,2,0,4,*,0,0,1,3
4,2,0,*,0,0,0,1,3
4,2,0,*,1,0,0,1,3
4,2,0,*,*,0,0,1,3
4,2,1,0,0,0,0,1,3
4,2,1,0,1,0,0,1,3
4,2,1,1,0,0,0,1,3
4,2,1,1,1,0,0,1,3
4,2,1,2,0,0,0,1,3
4,2,1,2,1,0,0,1,3
4,2,1,2,*,0,0,1,3
4,2,1,3,0,0,0,1,3
4,2,1,3,1,0,0,1,3
4,2,1,4,0,0,0,1,3
4,2,1,4,1,0,0,1,3
4,2,1,4,*,0,0,1,3
4,2,1,*,0,0,0,1,3
4,2,1,*,1,0,0,1,3
4,2,2,0,0,0,0,1,3
4,2,2,0,1,0,0,1,3
4,2,2,1,0,0,0,1,3
4,2,2,1,1,0,0,1,3
4,2,2,2,0,0,0,1,3
4,2,2,2,1,0,0,1,3
4,2,2,2,*,0,0,1,3
4,2,2,3,0,0,0,1,3
4,2,2,3,1,0,0,1,3
4,2,2,3,*,0,0,1,3
4,2,2,4,0,0,0,1,3
4,2,2,4,1,0,0,1,3
4,2,2,*,0,0,0,1,3
4,2,2,*,1,0,0,1,3
4,2,2,*,*,0,0,1,3
4,2,3,0,0,0,0,1,3
4,2,3,0,1,0,0,1,3
4,2,3,1,0,0,0,1,3
4,2,3,1,1,0,0,1,3
4,2,3,2,0,0,0,1,3
4,2,3,2,1,0,0,1,3
4,2,3,2,*,0,0,1,3
4,2,3,3,0,0,0,1,3
4,2,3,3,1,0,0,1,3
4,2,3,4,0,0,0,1,3
4,2,3,4,1,0,0,1,3
4,2,3,*,0,0,0,1,3
4,2,4,0,0,0.005,0.024,0.971,3
4,2,4,0,1,0.019,0.033,0.948,3
4,2,4,1,0,0.001,0.034,0.965,3
4,2,4,2,0,0.032,0.059,0.908,3
4,2,4,2,1,0.114,0.075,0.811,3
4,2,4,3,0,0.148,0.174,0.677,3
4,2,4,3,1,0.391,0.162,0.447,3
4,2,4,4,0,0.583,0.044,0.373,1
4,2,4,4,1,0.843,0.023,0.135,1
4,2,4,*,1,0.507,0.052,0.441,1
4,2,*,1,0,0,0.002,0.998,3
4,2,*,2,0,0.002,0.004,0.994,3
4,2,*,2,1,0.008,0.005,0.987,3
4,2,*,2,*,0.004,0.004,0.991,3
4,2,*,3,0,0.012,0.014,0.974,3
4,2,*,4,0,0.081,0.006,0.913,3
4,2,*,4,1,0.26,0.007,0.733,3
4,2,*,*,0,0.016,0.005,0.979,3
4,2,*,*,*,0.034,0.005,0.961,3
4,3,4,0,0,0.025,0.975,0,2
4,3,4,0,1,0.067,0.933,0,2
4,3,4,0,*,0.045,0.955,0,2
4,3,4,1,0,0.003,0.997,0,2
4,3,4,1,1,0.01,0.99,0,2
4,3,4,2,0,0.064,0.936,0,2
4,3,4,2,1,0.162,0.838,0,2
4,3,4,3,0,0.097,0.903,0,2
4,3,4,3,1,0.234,0.766,0,2
4,3,4,3,*,0.166,0.834,0,2
4,3,4,4,0,0.624,0.376,0,1
4,3,4,4,1,0.825,0.175,0,1
4,3,4,4,*,0.755,0.245,0,1
4,3,4,*,0,0.302,0.698,0,2
4,3,4,*,1,0.551,0.449,0,1
4,3,4,*,*,0.445,0.555,0,2
4,4,4,0,0,0.338,0.662,0,2
4,4,4,0,1,0.591,0.409,0,1
4,4,4,0,*,0.486,0.514,0,2
4,4,4,1,0,0.066,0.934,0,2
4,4,4,1,1,0.166,0.834,0,2
4,4,4,2,0,0.581,0.419,0,1
4,4,4,2,1,0.797,0.203,0,1
4,4,4,2,*,0.72,0.28,0,1
4,4,4,3,0,0.686,0.314,0,1
4,4,4,3,1,0.861,0.139,0,1
4,4,4,3,*,0.802,0.198,0,1
4,4,4,4,0,0.971,0.029,0,1
4,4,4,4,1,0.99,0.01,0,1
4,4,4,4,*,0.984,0.016,0,1
4,4,4,*,0,0.898,0.102,0,1
4,4,4,*,1,0.961,0.039,0,1
4,4,4,*,*,0.942,0.058,0,1
4,*,*,0,0,0.046,0.205,0.749,3
4,*,*,1,1,0.03,0.342,0.628,3
4,*,*,2,0,0.203,0.332,0.465,3
4,*,*,2,1,0.465,0.268,0.267,1
4,*,*,3,0,0.415,0.432,0.153,2
4,*,*,3,1,0.686,0.251,0.063,1
4,*,*,4,0,0.894,0.06,0.046,1
4,*,*,4,1,0.965,0.023,0.012,1
4,*,*,4,*,0.943,0.034,0.023,1
4,*,*,*,0,0.649,0.168,0.183,1
4,*,*,*,1,0.861,0.078,0.061,1
4,*,*,*,*,0.787,0.11,0.103,1
*,0,0,0,0,0,0,1,3
*,0,0,0,1,0,0,1,3
*,0,0,0,*,0,0,1,3
*,0,0,1,0,0,0,1,3
*,0,0,1,1,0,0,1,3
*,0,0,2,0,0,0,1,3
*,0,0,2,1,0,0,1,3
*,0,0,3,0,0,0,1,3
*,0,0,3,1,0,0,1,3
*,0,0,4,0,0,0,1,3
*,0,0,4,1,0,0,1,3
*,0,0,*,0,0,0,1,3
*,0,0,*,1,0,0,1,3
*,0,0,*,*,0,0,1,3
*,0,1,0,0,0,0,1,3
*,0,1,1,0,0,0,1,3
*,0,1,2,0,0,0,1,3
*,0,1,2,1,0,0,1,3
*,0,1,4,0,0,0,1,3
*,0,1,4,1,0,0,1,3
*,0,1,*,1,0,0,1,3
*,0,1,*,*,0,0,1,3
*,0,2,0,0,0,0,1,3
*,0,2,0,1,0,0,1,3
*,0,2,1,0,0,0,1,3
*,0,2,1,1,0,0,1,3
*,0,2,2,0,0,0,1,3
*,0,2,2,1,0,0,1,3
*,0,2,4,0,0,0,1,3
*,0,2,4,1,0,0,1,3
*,0,2,*,0,0,0,1,3
*,0,2,*,1,0,0,1,3
*,0,3,0,0,0,0,1,3
*,0,3,1,1,0,0,1,3
*,0,4,0,0,0,0,1,3
*,0,4,0,1,0.002,0,0.998,3
*,0,4,1,1,0,0,1,3
*,0,4,2,0,0.003,0,0.997,3
*,0,4,2,1,0.014,0,0.986,3
*,0,*,0,0,0,0,1,3
*,0,*,0,1,0,0,1,3
*,0,*,1,1,0,0,1,3
*,0,*,2,0,0,0,1,3
*,0,*,4,0,0.009,0,0.991,3
*,0,*,4,1,0.034,0,0.966,3
*,0,*,*,1,0.006,0,0.994,3
*,0,*,*,*,0.003,0,0.997,3
*,1,0,0,0,0,0,1,3
*,1,0,1,0,0,0,1,3
*,1,0,1,1,0,0,1,3
*,1,0,2,0,0,0,1,3
*,1,0,2,1,0,0,1,3
*,1,0,2,*,0,0,1,3
*,1,0,4,0,0,0,1,3
*,1,0,4,1,0,0,1,3
*,1,0,*,0,0,0,1,3
*,1,1,0,0,0,0,1,3
*,1,1,1,0,0,0,1,3
*,1,1,1,1,0,0,1,3
*,1,1,2,0,0,0,1,3
*,1,1,2,1,0,0,1,3
*,1,1,3,0,0,0,1,3
*,1,1,3,*,0,0,1,3
*,1,1,*,0,0,0,1,3
*,1,2,2,1,0,0,1,3
*,1,2,4,1,0,0,1,3
*,1,2,*,0,0,0,1,3
*,1,3,0,0,0,0,1,3
*,1,3,0,1,0,0,1,3
*,1,3,1,*,0,0,1,3
*,1,3,4,0,0,0,1,3
*,1,3,4,1,0,0,1,3
*,1,3,*,1,0,0,1,3
*,1,4,0,0,0.001,0,0.999,3
*,1,4,4,1,0.478,0,0.522,3
*,1,*,0,0,0,0,1,3
*,1,*,0,*,0,0,1,3
*,1,*,3,0,0.002,0,0.998,3
*,1,*,4,0,0.013,0,0.987,3
*,1,*,*,*,0.005,0,0.995,3
*,2,0,0,0,0,0,1,3
*,2,0,0,1,0,0,1,3
*,2,0,1,0,0,0,1,3
*,2,0,1,1,0,0,1,3
*,2,0,2,0,0,0,1,3
*,2,0,2,1,0,0,1,3
*,2,0,2,*,0,0,1,3
*,2,0,3,0,0,0,1,3
*,2,0,3,1,0,0,1,3
*,2,0,4,0,0,0,1,3
*,2,0,4,1,0,0,1,3
*,2,0,*,0,0,0,1,3
*,2,0,*,1,0,0,1,3
*,2,0,*,*,0,0,1,3
*,2,1,0,0,0,0,1,3
*,2,1,0,1,0,0,1,3
*,2,1,1,0,0,0,1,3
*,2,1,1,1,0,0,1,3
*,2,1,2,0,0,0,1,3
*,2,1,2,1,0,0,1,3
*,2,1,3,0,0,0,1,3
*,2,1,3,1,0,0,1,3
*,2,1,4,0,0,0,1,3
*,2,1,4,1,0,0,1,3
*,2,1,*,0,0,0,1,3
*,2,1,*,1,0,0,1,3
*,2,2,0,0,0,0,1,3
*,2,2,0,1,0,0,1,3
*,2,2,1,0,0,0,1,3
*,2,2,1,1,0,0,1,3
*,2,2,2,0,0,0,1,3
*,2,2,2,1,0,0,1,3
*,2,2,2,*,0,0,1,3
*,2,2,3,1,0,0,1,3
*,2,2,4,0,0,0,1,3
*,2,2,4,1,0,0,1,3
*,2,2,*,0,0,0,1,3
*,2,2,*,1,0,0,1,3
*,2,3,0,0,0,0,1,3
*,2,3,0,1,0,0,1,3
*,2,3,1,0,0,0,1,3
*,2,3,2,0,0,0,1,3
*,2,3,2,1,0,0,1,3
*,2,3,3,0,0,0,1,3
*,2,3,3,1,0,0,1,3
*,2,3,4,0,0,0,1,3
*,2,3,4,1,0,0,1,3
*,2,3,*,0,0,0,1,3
*,2,4,0,0,0.001,0.015,0.984,3
*,2,4,2,1,0.021,0.052,0.927,3
*,2,4,4,0,0.191,0.054,0.755,3
*,2,4,4,1,0.478,0.048,0.474,1
*,2,4,*,0,0.042,0.046,0.912,3
*,2,4,*,*,0.086,0.051,0.863,3
*,2,*,2,0,0,0.002,0.997,3
*,2,*,2,1,0.001,0.003,0.996,3
*,2,*,3,1,0.008,0.012,0.98,3
*,2,*,4,1,0.054,0.005,0.941,3
*,2,*,*,0,0.003,0.003,0.995,3
*,2,*,*,1,0.01,0.004,0.986,3
*,3,4,0,0,0.007,0.993,0,2
*,3,4,0,1,0.019,0.981,0,2
*,3,4,1,1,0.003,0.997,0,2
*,3,4,2,0,0.018,0.982,0,2
*,3,4,2,1,0.049,0.951,0,2
*,3,4,3,0,0.028,0.972,0,2
*,3,4,3,1,0.075,0.925,0,2
*,3,4,4,0,0.308,0.692,0,2
*,3,4,4,1,0.558,0.442,0,1
*,3,4,*,0,0.104,0.896,0,2
*,3,4,*,1,0.247,0.753,0,2
*,4,4,0,0,0.12,0.88,0,2
*,4,4,0,1,0.279,0.721,0,2
*,4,4,0,*,0.202,0.798,0,2
*,4,4,1,0,0.018,0.982,0,2
*,4,4,1,1,0.051,0.949,0,2
*,4,4,2,0,0.27,0.73,0,2
*,4,4,2,1,0.512,0.488,0,1
*,4,4,2,*,0.407,0.593,0,2
*,4,4,3,0,0.368,0.632,0,2
*,4,4,3,1,0.623,0.377,0,1
*,4,4,4,0,0.9,0.1,0,1
*,4,4,4,1,0.962,0.038,0,1
*,4,4,4,*,0.944,0.056,0,1
*,4,4,*,0,0.701,0.299,0,1
*,4,4,*,1,0.869,0.131,0,1
*,4,4,*,*,0.813,0.187,0,1
*,*,*,0,0,0.008,0.141,0.851,3
*,*,*,0,1,0.031,0.183,0.786,3
*,*,*,0,*,0.018,0.158,0.825,3
*,*,*,1,0,0.002,0.189,0.809,3
*,*,*,1,1,0.006,0.246,0.748,3
*,*,*,2,0,0.047,0.287,0.666,3
*,*,*,2,1,0.149,0.322,0.529,3
*,*,*,3,0,0.139,0.542,0.319,2
*,*,*,3,1,0.34,0.466,0.195,2
*,*,*,3,*,0.24,0.503,0.256,2
*,*,*,4,0,0.636,0.16,0.204,1
*,*,*,4,1,0.856,0.076,0.069,1
*,*,*,4,*,0.778,0.105,0.116,1
*,*,*,*,0,0.269,0.26,0.47,3
*,*,*,*,1,0.563,0.192,0.246,1
